SalesOrderID,SalesOrderDetailID,OrderDate,DueDate,ShipDate,Status,OnlineOrderFlag,PurchaseOrderNumber,CustomerID,SalespersonID,TerritoryID,TerritoryName,TerritoryCountry,TerritoryGroup,HeaderSubTotal,TaxAmt,Freight,TotalDue,ProductID,ProductName,ProductSubcategory,ProductCategory,ListPrice,ProductLine,Color,OrderQty,UnitPrice,UnitPriceDiscount,SalespersonBonus,CommissionPct,SalesYTD,_extracted_at,_source
43659,1,2022-05-30 00:00:00,2022-06-11 00:00:00,2022-06-06 00:00:00,5,f,PO522145787,29825,279,5,Southeast,US,North America,20565.6206,1971.5149,616.0984,23153.2339,776,"Mountain-100 Black, 42",Mountain Bikes,Bikes,3374.9900,M ,Black,1,2024.9940,0.0000,6700.0000,0.0100,2315185.6110,2026-06-18T23:32:35.926283,AdventureWorks (OnlineOrderFlag=0)
43659,2,2022-05-30 00:00:00,2022-06-11 00:00:00,2022-06-06 00:00:00,5,f,PO522145787,29825,279,5,Southeast,US,North America,20565.6206,1971.5149,616.0984,23153.2339,777,"Mountain-100 Black, 44",Mountain Bikes,Bikes,3374.9900,M ,Black,3,2024.9940,0.0000,6700.0000,0.0100,2315185.6110,2026-06-18T23:32:35.926283,AdventureWorks (OnlineOrderFlag=0)
43659,3,2022-05-30 00:00:00,2022-06-11 00:00:00,2022-06-06 00:00:00,5,f,PO522145787,29825,279,5,Southeast,US,North America,20565.6206,1971.5149,616.0984,23153.2339,778,"Mountain-100 Black, 48",Mountain Bikes,Bikes,3374.9900,M ,Black,1,2024.9940,0.0000,6700.0000,0.0100,2315185.6110,2026-06-18T23:32:35.926283,AdventureWorks (OnlineOrderFlag=0)
43659,4,2022-05-30 00:00:00,2022-06-11 00:00:00,2022-06-06 00:00:00,5,f,PO522145787,29825,279,5,Southeast,US,North America,20565.6206,1971.5149,616.0984,23153.2339,771,"Mountain-100 Silver, 38",Mountain Bikes,Bikes,3399.9900,M ,Silver,1,2039.9940,0.0000,6700.0000,0.0100,2315185.6110,2026-06-18T23:32:35.926283,AdventureWorks (OnlineOrderFlag=0)
43659,5,2022-05-30 00:00:00,2022-06-11 00:00:00,2022-06-06 00:00:00,5,f,PO522145787,29825,279,5,Southeast,US,North America,20565.6206,1971.5149,616.0984,23153.2339,772,"Mountain-100 Silver, 42",Mountain Bikes,Bikes,3399.9900,M ,Silver,1,2039.9940,0.0000,6700.0000,0.0100,2315185.6110,2026-06-18T23:32:35.926283,AdventureWorks (OnlineOrderFlag=0)
43659,6,2022-05-30 00:00:00,2022-06-11 00:00:00,2022-06-06 00:00:00,5,f,PO522145787,29825,279,5,Southeast,US,North America,20565.6206,1971.5149,616.0984,23153.2339,773,"Mountain-100 Silver, 44",Mountain Bikes,Bikes,3399.9900,M ,Silver,2,2039.9940,0.0000,6700.0000,0.0100,2315185.6110,2026-06-18T23:32:35.926283,AdventureWorks (OnlineOrderFlag=0)
43659,7,2022-05-30 00:00:00,2022-06-11 00:00:00,2022-06-06 00:00:00,5,f,PO522145787,29825,279,5,Southeast,US,North America,20565.6206,1971.5149,616.0984,23153.2339,774,"Mountain-100 Silver, 48",Mountain Bikes,Bikes,3399.9900,M ,Silver,1,2039.9940,0.0000,6700.0000,0.0100,2315185.6110,2026-06-18T23:32:35.926283,AdventureWorks (OnlineOrderFlag=0)
43659,8,2022-05-30 00:00:00,2022-06-11 00:00:00,2022-06-06 00:00:00,5,f,PO522145787,29825,279,5,Southeast,US,North America,20565.6206,1971.5149,616.0984,23153.2339,714,"Long-Sleeve Logo Jersey, M",Jerseys,Clothing,49.9900,S ,Multi,3,28.8404,0.0000,6700.0000,0.0100,2315185.6110,2026-06-18T23:32:35.926283,AdventureWorks (OnlineOrderFlag=0)
43659,9,2022-05-30 00:00:00,2022-06-11 00:00:00,2022-06-06 00:00:00,5,f,PO522145787,29825,279,5,Southeast,US,North America,20565.6206,1971.5149,616.0984,23153.2339,716,"Long-Sleeve Logo Jersey, XL",Jerseys,Clothing,49.9900,S ,Multi,1,28.8404,0.0000,6700.0000,0.0100,2315185.6110,2026-06-18T23:32:35.926283,AdventureWorks (OnlineOrderFlag=0)
43659,10,2022-05-30 00:00:00,2022-06-11 00:00:00,2022-06-06 00:00:00,5,f,PO522145787,29825,279,5,Southeast,US,North America,20565.6206,1971.5149,616.0984,23153.2339,709,"Mountain Bike Socks, M",Socks,Clothing,9.5000,M ,White,6,5.7000,0.0000,6700.0000,0.0100,2315185.6110,2026-06-18T23:32:35.926283,AdventureWorks (OnlineOrderFlag=0)
43659,11,2022-05-30 00:00:00,2022-06-11 00:00:00,2022-06-06 00:00:00,5,f,PO522145787,29825,279,5,Southeast,US,North America,20565.6206,1971.5149,616.0984,23153.2339,712,AWC Logo Cap,Caps,Clothing,8.9900,S ,Multi,2,5.1865,0.0000,6700.0000,0.0100,2315185.6110,2026-06-18T23:32:35.926283,AdventureWorks (OnlineOrderFlag=0)
43659,12,2022-05-30 00:00:00,2022-06-11 00:00:00,2022-06-06 00:00:00,5,f,PO522145787,29825,279,5,Southeast,US,North America,20565.6206,1971.5149,616.0984,23153.2339,711,"Sport-100 Helmet, Blue",Helmets,Accessories,34.9900,S ,Blue,4,20.1865,0.0000,6700.0000,0.0100,2315185.6110,2026-06-18T23:32:35.926283,AdventureWorks (OnlineOrderFlag=0)
43660,13,2022-05-30 00:00:00,2022-06-11 00:00:00,2022-06-06 00:00:00,5,f,PO18850127500,29672,279,5,Southeast,US,North America,1294.2529,124.2483,38.8276,1457.3288,762,"Road-650 Red, 44",Road Bikes,Bikes,782.9900,R ,Red,1,419.4589,0.0000,6700.0000,0.0100,2315185.6110,2026-06-18T23:32:35.926283,AdventureWorks (OnlineOrderFlag=0)
43660,14,2022-05-30 00:00:00,2022-06-11 00:00:00,2022-06-06 00:00:00,5,f,PO18850127500,29672,279,5,Southeast,US,North America,1294.2529,124.2483,38.8276,1457.3288,758,"Road-450 Red, 52",Road Bikes,Bikes,1457.9900,R ,Red,1,874.7940,0.0000,6700.0000,0.0100,2315185.6110,2026-06-18T23:32:35.926283,AdventureWorks (OnlineOrderFlag=0)
